School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes
6614040,Ysgol Glan Y Mor,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Ffordd Caerdydd,Pwllheli,Gwynedd,,LL53 5NU,01758 701244,485
6615500,Ysgol Bro Idris,661,Gwynedd,Middle,Community,AB,Bilingual (Type A),Middle (ages 3-16),---,Dolgellau,,,Gwynedd,LL40 1HY,01341 424949,575
6615501,Ysgol Godre'r Berwyn,661,Gwynedd,Middle,Community,AB,Bilingual (Type A),Middle (ages 3-19),---,Heol Ffrydan,,,Bala,LL23 7RU,01678 520259,521
6617002,Ysgol Pendalar,661,Gwynedd,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Ffordd Bethel,Caernarfon,Gwynedd,,LL55 1DU,01286 672141,112
6617010,Ysgol Hafod Lon,661,Gwynedd,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Parc Busnes Eryri, Penrhyndeudraeth,Gwynedd,,LL48 6LD,01766 772140,102
6622012,Ysgol Betws Y Coed,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bro Gethun,Betws-Y-Coed,Conwy,,LL24 0BP,01690 710581,28
6622023,Ysgol Capelulo,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Treforus,Dwygyfylchi,Penmaenmawr,Conwy,LL34 6RA,01492 622693,156
6622038,Ysgol Deganwy,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Park Drive,Deganwy,Conwy,,LL31 9YB,01492 574600,330
6622043,Ysgol Dolwyddelan,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Dolwyddelan,,,,LL25 0SZ,01690 750293,27
6622044,Ysgol Ffordd Dyffryn,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Dyffryn,Llandudno,Conwy,,LL30 2LZ,01492 878907,182
6622053,Ysgol Glanwydden,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Derwen,Bae Penrhyn,Llandudno,Conwy,LL30 3LB,01492 540798,317
6622061,Ysgol Tudno,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Trinity Avenue,Llandudno,,,LL30 2SJ,01492 875252,207
6622063,Ysgol Morfa Rhianedd,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Cwm,Llandudno,Conwy,,LL30 1EG,01492 875464,172
6622086,Ysgol Penmachno,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penmachno,Betws-Y-Coed,Conwy,,LL24 0PT,01690 760394,48
6622103,Ysgol Llandrillo yn Rhos,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elwy Road,Llandrillo Yn Rhos,Colwyn Bay,,LL28 4LX,01492 549648,471
6622104,Ysgol Talhaiarn,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Llanfair Talhaiarn,Abergele,Conwy,,LL22 8SD,01745 720242,55
6622106,Ysgol Babanod Mochdre,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Station Road,Mochdre,Conwy,,LL28 5EF,01492 540194,61
6622108,Ysgol T. Gwynn Jones,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Llanelian Road,Old Colwyn,Colwyn Bay,,LL29 9UA,01492 516594,218
6622110,Ysgol Maes Owen,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Morfa Avenue,Foryd,Rhyl,,LL18 5LE,01745 353721,233
6622111,Ysgol Glan Gele,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745 823584,318
6622112,Ysgol Glan Morfa,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745 832922,247
6622114,Ysgol Bod Alaw,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Abergele Road,Colwyn Bay,,,LL29 7ST,01492 530420,303
6622115,Ysgol Pant Y Rhedyn,662,Conwy,Primary,Community,EW,English with significant Welsh,Juniors,---,Ffordd Penmaenmawr,Llanfairfechan,Conwy,,LL33 0PA,01248 680642,145
6622118,Ysgol Y Foryd,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Morfa Avenue,Foryd,Conwy,,LL18 5LE,01745 351892,201
6622121,Ysgol Craig Y Don,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Clarence Drive,Craig Y Don,Llandudno,Conwy,LL30 1TR,01492 878906,362
6622123,Ysgol Cerrigydrudion,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Yr Alwen,Cerrigydrudion,Corwen,,LL21 9SW,01492 420328,79
6622131,Ysgol Llannefydd,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanefydd,Denbigh,,,LL16 5EA,01745 540228,20
6622132,"Ysgol Bro Aled, Llansannan",662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llansannan,Dinbych,Conwy,,LL16 5HN,01745 870660,72
6622148,Ysgol Gynradd Bro Cernyw,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangernyw,Abergele,Conwy,,LL22 8PP,01745 860238,92
6622221,Ysgol Sant Elfod,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Ffordd Y Morfa,Abergele,Conwy,,LL22 7NU,01745 832007,295
6622222,Ysgol Capel Garmon,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Capel Garmon,Llanrwst,Conwy,,LL26 0RL,01690 710287,16
6622225,Ysgol Glan Conwy,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Top Llan,Glan Conwy,Conwy,,LL28 5NA,01492 580421,132
6622264,Ysgol Cynfran,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Dolwen Road,Llysfaen,Colwyn Bay,Conwy,LL29 8SS,01492 517326,210
6622267,Ysgol Iau Hen Golwyn,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Church Walks,Old Colwyn,Conwy,,LL29 9RU,01492 516258,221
6622269,Ysgol Cystennin,662,Conwy,Primary,Community,EM,English medium,Juniors,---,The Old Highway,Mochdre,Colwyn Bay,Conwy,LL28 5AU,01492 540068,79
6622270,Ysgol Pentrefoelas,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pentrefoelas,Betws Y Coed,Conwy,,LL24 0LE,01690 770226,39
6622271,Ysgol Bro Gwydir,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Watling,Llanrwst,,,LL26 0EY,01492 640342,351
6622272,Ysgol Nant Y Groes,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Road,Colwyn Bay,Conwy,,LL29 8ET,01492 533367,315
6622273,Ysgol Swn Y Don,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penmaenrhos,Swn Y Don,Colwyn Bay,Conwy,LL29 9LL,01492 517060,123
6622274,Ysgol Awel y Mynydd,662,Conwy,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Sarn Mynach,Llandudno Junction,Conwy,,LL31 9RT,01492 577100,482
6622275,Ysgol Dyffryn yr Enfys,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Llanrwst,,Dolgarrog,Conwy,LL32 8QE,,120
6623020,Ysgol Babanod Llanfairfechan,662,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,Nursery & Infants,Church in Wales,Ffordd Y Pentref,Llanfairfechan,Conwy,,LL33 0AA,01248 680289,123
6623021,Ysgol Llangelynnin,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Henryd,Conwy,,,LL32 8YB,01492 592898,86
6623024,Ysgol Pencae,662,Conwy,Primary,Voluntary controlled,DS,Dual Stream,"Nursery, Infants & Juniors",Church in Wales,Ffordd Graiglwyd,Penmaenmawr,,,LL34 6YG,01492 622219,130
6623032,Ysgol Ysbyty Ifan,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ysbyty Ifan,Betws Y Coed,Conwy,,LL24 0NY,01690 770645,17
6623038,Ysgol St. George,662,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Primrose Hill,St George,Abergele,Conwy,LL22 9BU,01745 833213,71
6623039,Ysgol Llanddoged,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llanddoged,Llanrwst,Conwy,,LL26 0BJ,01492 640363,38
6623040,Ysgol Eglwysbach,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Eglwysbach,Bae Colwyn,Conwy,,LL28 5UD,01492 650463,74
6623043,Ysgol Porth y Felin,662,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Llanrwst,Conwy,,,LL32 8FZ,01492 572220,354
6623059,Ysgol Llanddulas,662,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Minffordd Road,Llanddulas,Abergele,Conwy,LL22 8EW,01492 516865,165
6623062,Ysgol Betws yn Rhos,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Betws Yn Rhos,Abergele,,,LL22 8AW,01492 680603,67
6623302,Ysgol Bodafon,662,Conwy,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Bodafon,Llandudno,Conwy,,LL30 3BA,01492 547996,86
6623303,Ysgol Bendigaid William Davies,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Bodnant Crescent,Llandudno,Conwy,,LL30 1LL,01492 875930,107
6623307,Ysgol San Sior,662,Conwy,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Church Walks,Llandudno,Conwy,,LL30 2HL,01492 878149,245
6623333,Ysgol Sant Joseph,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Brackley Avenue,Colwyn Bay,,,LL29 7UU,01492 532394,226
6623340,Ysgol y Plas,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanelian,Old Colwyn,Conwy,,LL29 8YY,01492 680601,84
6624022,Ysgol John Bright,662,Conwy,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Maesdu Road,Llandudno,,,LL30 1LF,01492 864200,1229
6624023,Ysgol Aberconwy,662,Conwy,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Morfa Drive,Conwy,,,LL32 8ED,01492 593243,794
6624035,Ysgol Dyffryn Conwy,662,Conwy,Secondary,Community,BB,Bilingual (Type B),Secondary (ages 11-19),---,Nebo Road,Llanrwst,,,LL26 0SD,01492 642800,633
6624038,Ysgol Y Creuddyn,662,Conwy,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Ffordd Dderwen,Bae Penrhyn,Llandudno,,LL30 3LB,01492 544344,584
6625201,Ysgol Pen Y Bryn,662,Conwy,Primary,Foundation,EM,English medium,"Nursery, Infants & Juniors",---,Wentworth Avenue,Colwyn Bay,,,LL29 6DD,01492 531260,449
6625400,Ysgol Emrys Ap Iwan,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Faenol Avenue,Abergele,Conwy,,LL22 7HE,01745 832287,983
6625402,Eirias High School,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Eirias Road,Colwyn Bay,,,LL29 7SP,01492 532025,1331
6625403,Ysgol Bryn Elian,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Windsor Drive,Colwyn Bay,Conwy,,LL29 8HU,01492 518215,936
6627007,Ysgol Y Gogarth,662,Conwy,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Nant y Gamar Road,Craig Y Don,Llandudno,,LL30 1YE,01492 860077,238
6632011,Ysgol Hiraddug,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thomas Avenue,Dyserth,Rhyl,Denbighshire,LL18 6AN,01745 570467,219
6632037,Ysgol Y Castell Cp,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hylas Lane,Rhuddlan,Denbighshire,,LL18 5AG,01745 590545,217
6632038,Christ Church Primary School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ernest Street,Rhyl,Denbighshire,,LL18 2DS,01745 353982,454
6632039,Ysgol Llywelyn,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Trellewelyn Road,Rhyl,Denbighshire,,LL18 4EU,01745 353392,706
6632057,Ysgol Y Faenol,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,John's Drive,Bodelwyddan,Nr. Rhyl,Denbighshire,LL18 5TG,01745 583370,145
6632059,Ysgol Penmorfa Cp,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dawson Drive,Prestatyn,Denbighshire,,LL19 8SY,01745 852757,447
6632060,Ysgol Emmanuel,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Victoria Road,Rhyl,Denbighshire,,LL18 2EG,01745 353447,458
6632066,Ysgol Dewi Sant,663,Denbighshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Ffordd Rhuddlan,Rhyl,Denbighshire,,LL18 2RE,01745 351355,455
6632067,Ysgol Melyd,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd Pennant,Meliden,Prestatyn,Denbighshire,LL19 8PE,01745 852782,140
6632070,Ysgol Bodfari,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bodfari,Denbighshire,,,LL16 4DA,01745 710329,28
6632072,Ysgol Bryn Hedydd,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Spruce Avenue,Tynewydd Road,Rhyl,Denbighshire,LL18 3SU,01745 351676,477
6632124,Ysgol Cefn Meiriadog,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Groesffordd Marli,Marli,St Asaph,Denbighshire,LL22 9DS,01745 582224,66
6632125,Frongoch Juniors,663,Denbighshire,Primary,Community,EM,English medium,Juniors,---,Rhyl Road,Denbigh,Denbighshire,,LL16 3DP,01745 812410,203
6632127,Ysgol Henllan,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Dinbych,Henllan,Dinbych,Sir Ddinbych,LL16 5AW,01745 812959,69
6632134,Ysgol Twm o'r Nant,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Rhyl,Dinbych,,,LL16 3DP,01745 812261,301
6632135,Ysgol Bryn Clwyd,663,Denbighshire,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Llandyrnog,Sir Ddinbych,,,LL16 4HG,01824 790324,36
6632136,Ysgol Y Parc,663,Denbighshire,Primary,Community,EM,English medium,Nursery & Infants,---,Ruthin Road,Denbigh,,,LL16 3ER,01745 812989,210
6632164,Ysgol Gellifor,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gellifor,Ruthin,Denbighshire,,LL15 1SB,01824 790387,46
6632168,Ysgol Pentrecelyn,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pentrecelyn,Ruthun,Sir Ddinbych,,LL15 2HG,01978 790288,35
6632214,Ysgol Betws Gwerful Goch,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Betws Gwerfil Goch,Corwen,Denbighshire,,LL21 9PY,01490 460315,37
6632215,Ysgol Carrog,663,Denbighshire,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Carrog,Nr Corwen,Denbighshire,,LL21 9AN,01490 430262,45
6632216,Ysgol Caer Drewyn,663,Denbighshire,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Clawdd Poncen,Corwen,Denbighshire,,LL21 9RT,01490 412418,117
6632219,Ysgol Bro Elwern,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Gwyddelwern,Corwen,Sir Ddinbych,,LL21 9DF,01490 412332,51
6632227,Ysgol Y Llys,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Rhodfa'r Tywysog,Prestatyn,Denbighshire,,LL19 8RP,01745 853019,404
6632234,Ysgol Bryn Collen,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pengwern,Llangollen,Denbighshire,,LL20 8AR,01978 861125,154
6632255,Rhos Street Cp School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd Glasdir,Ruthin,Denbighshire,,LL15 1DY,01824 702565,194
6632256,Ysgol Pen Barras,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Glasdir,Ruthun,Sir Ddinbych,,LL15 1DY,01824 704129,278
6632261,Ysgol Bro Cinmeirch,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanrhaedr Y.C.,Dinbych,Sir Ddinbych,,LL16 4NL,01745 890347,100
6632262,Ysgol Bro Famau,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Eryrys Road,Llanaman - Yn - Lal,Nr Mold,,CH7 4TB,01824 780722,82
6632263,Ysgol Gymraeg Y Gwernant,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pengwern,Llangollen,Denbighshire,,LL20 8AR,01978 861986,145
6632264,Ysgol Clawdd Offa,663,Denbighshire,Primary,Community,EM,English medium,Infants & Juniors,---,By Plas Morfa Farm,Ffordd Penrhwylfa,Prestatyn,Denbighshire,LL19 8AZ,01745 850124,371
6632265,Bodnant Community Primary School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Nant Hall Road,Prestatyn,Denbighshire,,LL19 9NW,01745 854724,457
6632266,Ysgol Pendref,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gwaenynog Road,Denbigh,,,LL16 3RU,01745 812660,132
6632267,Ysgol Bro Dyfrdwy,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cynwyd,Corwen,,,LL21 0LG,01490 412500,135
6632268,Ysgol Carreg Emlyn,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Safle Clocaenog,Clocaenog,Rhuthun,,LL15 2AY,01824 750636,77
6633020,Ysgol Tremeirchion,663,Denbighshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Tremeirchion,Llanelwg,St Asaph,Sir Ddinbych,LL17 0UN,01745 710328,71
6633024,St Asaph Infants School,663,Denbighshire,Primary,Voluntary controlled,EM,English medium,Nursery & Infants,Church in Wales,Upper Denbigh Road,St Asaph,Denbighshire,,LL17 0RL,01745 583416,94
6633044,Ysgol Llanbedr,663,Denbighshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanbedr,Ruthin,Denbighshire,,LL15 1SU,01824 702927,61
6633045,Ysgol Llanfair Dyffryn Clwyd,663,Denbighshire,Primary,Voluntary controlled,DS,Dual Stream,"Nursery, Infants & Juniors",Church in Wales,Llanfair Dyffryn Clwyd,Ruthin,Denbighshire,,LL15 2RU,01824 703169,110
6633050,Ysgol Borthyn,663,Denbighshire,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Denbigh Road,Ruthin,Denbighshire,,LL15 1NT,01824 702727,107
6633057,Ysgol Pant Pastynog,663,Denbighshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Prion,Denbighshire,,,LL16 4SG,01745 890331,83
6633061,Ysgol Dyffryn Ial,663,Denbighshire,Primary,Voluntary controlled,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Allt Yr Efail,Llandegla,Wrecsam,Sir Ddinbych,LL11 3AW,01978 790645,52
6633062,Ysgol Esgob Morgan C.I.W. Voluntary Controlled Primary School,663,Denbighshire,Primary,Voluntary controlled,EM,English medium,Juniors,Church in Wales,Ffordd Siarl,Ashley Court,St Asaph,Denbighshire,LL17 0PT,01745 583690,114
6633316,Ysgol Trefnant,663,Denbighshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Henllan Road,Trefnant,Nr. Denbigh,Denbighshire,LL16 5UF,01745 730276,91
6634003,Rhyl High School,663,Denbighshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Grange Road,Rhyl,Denbighshire,,LL18 4BY,01745 343533,1115
6634014,Prestatyn High School,663,Denbighshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,2 Princes Avenue,Prestatyn,Denbighshire,,LL19 8RS,01745 852312,1407
6634020,Ysgol Uwchradd Glan Clwyd,663,Denbighshire,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Ffordd Dinbych,Llanelwy,Sir Ddinbych,,LL17 0RP,01745 582611,992
6634026,Denbigh High School,663,Denbighshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ruthin Road,Denbigh,Denbighshire,,LL16 3EX,01745 812485,479
6634027,Ysgol Dinas Bran,663,Denbighshire,Secondary,Community,BB,Bilingual (Type B),Secondary (ages 11-19),---,Dinbren Road,Llangollen,Denbighshire,,LL20 8TG,01978 860669,1041
6634031,Ysgol Brynhyfryd,663,Denbighshire,Secondary,Community,BB,Bilingual (Type B),Secondary (ages 11-19),---,Mold Road,Ruthin,Denbighshire,,LL15 1EG,01824 703933,987
6635901,St Brigid's School,663,Denbighshire,Middle,Voluntary aided,EM,English medium,Middle (ages 3-19),Roman Catholic,Plas Yn Green,Mold Road,Denbigh,,LL16 4BH,01745 815228,478
6635902,Christ The Word Catholic School,663,Denbighshire,Middle,Voluntary aided,EM,English medium,Middle (ages 3-16),Roman Catholic,Cefndy Road,,,Rhyl,LL18 2EU,01745 343433,664
6637000,Ysgol Tir Morfa,663,Denbighshire,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Ffordd Derwen,Rhyl,Denbighshire,,LL18 2RN,01745 350388,144
6637010,Ysgol Plas Brondyffryn,663,Denbighshire,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Park Street,Denbigh,,,LL16 3DR,01745 813914,137
6642002,Ysgol Glan Aber,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Boot End,Bagillt,Flintshire,,CH6 6LW,01352 711995,131
6642003,Ysgol Merllyn,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Foel Gron,Bagillt,Flintshire,,CH6 6BB,01352 733366,159
6642004,Westwood Cp,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tabernacle Street,Buckley,Flintshire,,CH7 2JT,01244 543207,241
6642012,Ewloe Green,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Mold Road,Ewloe,Deeside,Flintshire,CH5 3GU,01244 532569,392
6642013,Bryn Garth Cp,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffynnongroew,Holywell,Flintshire,,CH8 9JA,01745 560435,97
6642015,Ysgol Gwynedd Cp,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Prince Of Wales Avenue,Flint,Flintshire,,CH6 5DL,01352 732365,539
6642018,Ysgol Maesglas,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fulbrooke,Greenfield,Holywell,Flintshire,CH8 7JW,01352 711497,244
6642021,Ysgol Gymraeg Mornant,664,Flintshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Picton Road,"Picton,  Penyffordd",Treffynnon,Sir Y Fflint,CH8 9JQ,01745 560433,48
6642024,Ysgol Estyn Community School,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hawarden Road,Hope,Nr. Wrexham,Flintshire,LL12 9NL,01978 760501,233
6642028,Ysgol Glanrafon,664,Flintshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Lon Bryn Coch,Yr Wyddgrug,Sir Y Fflint,,CH7 1PS,01352 700384,339
6642032,Northop Hall,664,Flintshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llys Ben,Northop Hall,Nr.Mold,Flintshire,CH7 6HS,01244 815980,200
